chr1	1	50000	10000	19370	3
chr1	50001	100000	0	18837	6
chr1	100001	150000	0	21498	4
chr1	150001	200000	22583	12264	1
chr1	200001	250000	27417	9277	3
chr1	250001	300000	32281	6499	0
chr1	300001	350000	17719	14143	0
chr1	350001	400000	0	18938	0
chr1	400001	450000	0	22795	0
chr1	450001	500000	28632	9586	0
chr1	500001	550000	21368	14607	5
chr1	550001	600000	0	20570	18
chr1	600001	650000	0	18923	3
chr1	650001	700000	0	22996	2
chr1	700001	750000	0	20971	72
chr1	750001	800000	0	23146	194
chr1	800001	850000	0	24671	227
chr1	850001	900000	0	31974	303
chr1	900001	950000	0	29767	262
chr1	950001	1000000	0	32367	257
chr1	1000001	1050000	0	29273	259
chr1	1050001	1100000	0	31075	281
chr1	1100001	1150000	0	30429	297
chr1	1150001	1200000	0	30943	290
chr1	1200001	1250000	0	31505	246
chr1	1250001	1300000	0	32017	298
chr1	1300001	1350000	0	26681	220
chr1	1350001	1400000	0	29510	243
chr1	1400001	1450000	0	28368	167
chr1	1450001	1500000	0	29365	253
chr1	1500001	1550000	0	26950	239
chr1	1550001	1600000	0	29444	155
chr1	1600001	1650000	0	27594	140
chr1	1650001	1700000	0	26914	150
chr1	1700001	1750000	0	24527	288
chr1	1750001	1800000	0	22663	262
chr1	1800001	1850000	0	26872	278
chr1	1850001	1900000	0	28475	321
chr1	1900001	1950000	0	26938	321
chr1	1950001	2000000	0	29372	331
chr1	2000001	2050000	0	28762	359
chr1	2050001	2100000	0	27442	336
chr1	2100001	2150000	0	30221	284
chr1	2150001	2200000	0	27784	280
chr1	2200001	2250000	0	30580	319
chr1	2250001	2300000	0	29037	330
chr1	2300001	2350000	0	28701	312
chr1	2350001	2400000	0	31248	346
chr1	2400001	2450000	0	32212	402
chr1	2450001	2500000	0	31267	298
chr1	2500001	2550000	0	28105	306
chr1	2550001	2600000	0	28779	283
chr1	2600001	2650000	15780	21281	118
chr1	2650001	2700000	34220	8502	69
chr1	2700001	2750000	0	28914	357
chr1	2750001	2800000	0	28301	369
chr1	2800001	2850000	0	29899	422
chr1	2850001	2900000	0	27493	406
chr1	2900001	2950000	0	27107	405
chr1	2950001	3000000	0	27498	367
chr1	3000001	3050000	0	29577	433
chr1	3050001	3100000	0	28703	375
chr1	3100001	3150000	0	28455	382
chr1	3150001	3200000	0	28350	369
chr1	3200001	3250000	0	28363	391
chr1	3250001	3300000	0	28606	409
chr1	3300001	3350000	0	29100	426
chr1	3350001	3400000	0	29208	353
chr1	3400001	3450000	0	30883	438
chr1	3450001	3500000	0	31041	394
chr1	3500001	3550000	0	29481	355
chr1	3550001	3600000	0	27583	321
chr1	3600001	3650000	0	31084	395
chr1	3650001	3700000	0	27585	329
