chr1 1 50000 10000 19370
chr1 50001 100000 0 18837
chr1 100001 150000 0 21498
chr1 150001 200000 22583 12264
chr1 200001 250000 27417 9277
chr1 250001 300000 32281 6499
chr1 300001 350000 17719 14143
chr1 350001 400000 0 18938
chr1 400001 450000 0 22795
chr1 450001 500000 28632 9586
chr1 500001 550000 21368 14607
chr1 550001 600000 0 20570
chr1 600001 650000 0 18923
chr1 650001 700000 0 22996
chr1 700001 750000 0 20971
chr1 750001 800000 0 23146
chr1 800001 850000 0 24671
chr1 850001 900000 0 31974
chr1 900001 950000 0 29767
chr1 950001 1000000 0 32367
chr1 1000001 1050000 0 29273
chr1 1050001 1100000 0 31075
chr1 1100001 1150000 0 30429
chr1 1150001 1200000 0 30943
chr1 1200001 1250000 0 31505
chr1 1250001 1300000 0 32017
chr1 1300001 1350000 0 26681
chr1 1350001 1400000 0 29510
chr1 1400001 1450000 0 28368
chr1 1450001 1500000 0 29365
chr1 1500001 1550000 0 26950
chr1 1550001 1600000 0 29444
chr1 1600001 1650000 0 27594
chr1 1650001 1700000 0 26914
chr1 1700001 1750000 0 24527
chr1 1750001 1800000 0 22663
chr1 1800001 1850000 0 26872
chr1 1850001 1900000 0 28475
chr1 1900001 1950000 0 26938
chr1 1950001 2000000 0 29372
chr1 2000001 2050000 0 28762
chr1 2050001 2100000 0 27442
chr1 2100001 2150000 0 30221
chr1 2150001 2200000 0 27784
chr1 2200001 2250000 0 30580
chr1 2250001 2300000 0 29037
chr1 2300001 2350000 0 28701
chr1 2350001 2400000 0 31248
chr1 2400001 2450000 0 32212
chr1 2450001 2500000 0 31267
chr1 2500001 2550000 0 28105
chr1 2550001 2600000 0 28779
chr1 2600001 2650000 15780 21281
chr1 2650001 2700000 34220 8502
chr1 2700001 2750000 0 28914
chr1 2750001 2800000 0 28301
chr1 2800001 2850000 0 29899
chr1 2850001 2900000 0 27493
chr1 2900001 2950000 0 27107
chr1 2950001 3000000 0 27498
chr1 3000001 3050000 0 29577
chr1 3050001 3100000 0 28703
chr1 3100001 3150000 0 28455
chr1 3150001 3200000 0 28350
chr1 3200001 3250000 0 28363
chr1 3250001 3300000 0 28606
chr1 3300001 3350000 0 29100
chr1 3350001 3400000 0 29208
chr1 3400001 3450000 0 30883
chr1 3450001 3500000 0 31041
chr1 3500001 3550000 0 29481
chr1 3550001 3600000 0 27583
chr1 3600001 3650000 0 31084
chr1 3650001 3700000 0 27585
chr1 3700001 3750000 0 25498
chr1 3750001 3800000 0 24604
chr1 3800001 3850000 4732 23790
chr1 3850001 3900000 50000 0
chr1 3900001 3950000 50000 0
chr1 3950001 4000000 45268 2223
chr1 4000001 4050000 0 25525
chr1 4050001 4100000 0 24139
chr1 4100001 4150000 0 25640
chr1 4150001 4200000 0 24860
chr1 4200001 4250000 0 25144
chr1 4250001 4300000 0 22013
chr1 4300001 4350000 0 21273
chr1 4350001 4400000 0 25007
chr1 4400001 4450000 0 24503
chr1 4450001 4500000 0 23183
chr1 4500001 4550000 0 24148
chr1 4550001 4600000 0 23696
chr1 4600001 4650000 0 22126
chr1 4650001 4700000 0 25840
chr1 4700001 4750000 0 25620
chr1 4750001 4800000 0 27202
chr1 4800001 4850000 0 25494
chr1 4850001 4900000 0 22097
chr1 4900001 4950000 0 21585
chr1 4950001 5000000 0 23106
chr1 5000001 5050000 0 23495
chr1 5050001 5100000 0 21028
chr1 5100001 5150000 0 19915
chr1 5150001 5200000 0 21124
chr1 5200001 5250000 0 22208
chr1 5250001 5300000 0 20901
chr1 5300001 5350000 0 24216
chr1 5350001 5400000 0 22780
chr1 5400001 5450000 0 23558
chr1 5450001 5500000 0 24498
chr1 5500001 5550000 0 24685
chr1 5550001 5600000 0 24453
chr1 5600001 5650000 0 21373
chr1 5650001 5700000 0 22483
chr1 5700001 5750000 0 24732
chr1 5750001 5800000 0 24822
chr1 5800001 5850000 0 25802
chr1 5850001 5900000 0 25463
chr1 5900001 5950000 0 28060
chr1 5950001 6000000 0 23692
